sequence_id,country_id,institute_id,original_sequence,Amikacin,Bedaquiline,Clofazimine,Delamanid,Ethambutol,Ethionamide,Isoniazid,Kanamycin,Levofloxacin,Linezolid,Moxifloxacin,Rifampicin,Rifabutin,group_key
ERR4828945,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/005/ERR4828945/ERR4828945_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/005/ERR4828945/ERR4828945_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,06TB_0214
ERR4828955,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/005/ERR4828955/ERR4828955_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/005/ERR4828955/ERR4828955_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,06TB_0223
ERR4828883,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/003/ERR4828883/ERR4828883_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/003/ERR4828883/ERR4828883_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,06TB_0151
ERR4828958,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/008/ERR4828958/ERR4828958_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/008/ERR4828958/ERR4828958_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,06TB_0231
ERR4828870,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/000/ERR4828870/ERR4828870_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/000/ERR4828870/ERR4828870_2.fastq.gz",S,S,S,S,I,R,R,S,S,S,S,R,R,06TB_0141
ERR4828911,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/001/ERR4828911/ERR4828911_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/001/ERR4828911/ERR4828911_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,R,S,06TB_0527
ERR4828934,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/004/ERR4828934/ERR4828934_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/004/ERR4828934/ERR4828934_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,06TB_0204
ERR4828936,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/006/ERR4828936/ERR4828936_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/006/ERR4828936/ERR4828936_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,06TB_0206
ERR4828950,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/000/ERR4828950/ERR4828950_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/000/ERR4828950/ERR4828950_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,06TB_0219
ERR4828823,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/003/ERR4828823/ERR4828823_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/003/ERR4828823/ERR4828823_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,R,S,06TB_0098
ERR4828927,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/007/ERR4828927/ERR4828927_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/007/ERR4828927/ERR4828927_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,R,R,06TB_0194
ERR4828887,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/007/ERR4828887/ERR4828887_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/007/ERR4828887/ERR4828887_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,06TB_0155
ERR4828869,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/009/ERR4828869/ERR4828869_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/009/ERR4828869/ERR4828869_2.fastq.gz",S,S,S,S,I,S,S,S,S,S,S,R,R,06TB_0140
ERR4828894,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/004/ERR4828894/ERR4828894_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/004/ERR4828894/ERR4828894_2.fastq.gz",S,S,S,S,S,R,R,S,S,S,S,R,R,06TB_0162
ERR4828948,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/008/ERR4828948/ERR4828948_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/008/ERR4828948/ERR4828948_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,06TB_0217
ERR4828961,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/001/ERR4828961/ERR4828961_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/001/ERR4828961/ERR4828961_2.fastq.gz",S,S,S,S,S,R,R,S,S,S,S,S,S,06TB_0534
ERR4828889,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/009/ERR4828889/ERR4828889_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/009/ERR4828889/ERR4828889_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,R,06TB_0157
ERR4828946,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/006/ERR4828946/ERR4828946_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/006/ERR4828946/ERR4828946_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,06TB_0215
ERR4828940,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/000/ERR4828940/ERR4828940_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/000/ERR4828940/ERR4828940_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,06TB_0210
ERR4828959,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/009/ERR4828959/ERR4828959_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/009/ERR4828959/ERR4828959_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,06TB_0232
ERR4828929,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/009/ERR4828929/ERR4828929_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/009/ERR4828929/ERR4828929_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,06TB_0197
ERR4828949,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/009/ERR4828949/ERR4828949_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/009/ERR4828949/ERR4828949_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,06TB_0218
ERR4828956,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/006/ERR4828956/ERR4828956_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/006/ERR4828956/ERR4828956_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,06TB_0227
ERR4828947,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/007/ERR4828947/ERR4828947_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/007/ERR4828947/ERR4828947_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,06TB_0216
ERR4828850,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/000/ERR4828850/ERR4828850_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/000/ERR4828850/ERR4828850_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,06TB_0121
ERR4828935,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/005/ERR4828935/ERR4828935_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/005/ERR4828935/ERR4828935_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,S,S,06TB_0205
ERR4828899,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/009/ERR4828899/ERR4828899_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/009/ERR4828899/ERR4828899_2.fastq.gz",R,S,S,S,R,R,R,R,S,S,S,R,R,06TB_0167
ERR4828930,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/000/ERR4828930/ERR4828930_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/000/ERR4828930/ERR4828930_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,06TB_0200
ERR4828854,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/004/ERR4828854/ERR4828854_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/004/ERR4828854/ERR4828854_2.fastq.gz",S,S,S,S,S,R,R,S,S,S,S,R,R,06TB_0125
ERR4828952,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/002/ERR4828952/ERR4828952_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/002/ERR4828952/ERR4828952_2.fastq.gz",S,S,S,S,S,R,R,S,S,S,S,R,R,06TB_0221
ERR4828954,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/004/ERR4828954/ERR4828954_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/004/ERR4828954/ERR4828954_2.fastq.gz",R,S,S,S,R,R,R,R,R,S,S,R,R,06TB_0222
ERR4828853,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/003/ERR4828853/ERR4828853_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/003/ERR4828853/ERR4828853_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,06TB_0124
ERR4828926,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/006/ERR4828926/ERR4828926_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/006/ERR4828926/ERR4828926_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,06TB_0193
ERR4828960,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/000/ERR4828960/ERR4828960_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/000/ERR4828960/ERR4828960_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,R,R,06TB_0233
ERR4828932,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/002/ERR4828932/ERR4828932_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/002/ERR4828932/ERR4828932_2.fastq.gz",S,S,S,S,S,S,S,NA,S,S,S,S,S,06TB_0202
ERR4828931,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/001/ERR4828931/ERR4828931_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/001/ERR4828931/ERR4828931_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,06TB_0201
ERR4828852,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/002/ERR4828852/ERR4828852_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/002/ERR4828852/ERR4828852_2.fastq.gz",S,S,S,S,I,R,R,S,S,S,S,R,R,06TB_0123
ERR4828965,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/005/ERR4828965/ERR4828965_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/005/ERR4828965/ERR4828965_2.fastq.gz",S,S,S,S,S,NA,R,S,S,S,S,R,S,06TB_0538
ERR4828941,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/001/ERR4828941/ERR4828941_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/001/ERR4828941/ERR4828941_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,06TB_0211
ERR4828898,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/008/ERR4828898/ERR4828898_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/008/ERR4828898/ERR4828898_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,06TB_0166
ERR4828912,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/002/ERR4828912/ERR4828912_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/002/ERR4828912/ERR4828912_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,06TB_0180
ERR4828951,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/001/ERR4828951/ERR4828951_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/001/ERR4828951/ERR4828951_2.fastq.gz",S,S,S,S,R,R,R,S,S,S,S,R,R,06TB_0220
ERR4828884,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/004/ERR4828884/ERR4828884_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/004/ERR4828884/ERR4828884_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,06TB_0152
ERR4828919,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/009/ERR4828919/ERR4828919_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/009/ERR4828919/ERR4828919_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,06TB_0108
ERR4828939,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/009/ERR4828939/ERR4828939_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/009/ERR4828939/ERR4828939_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,06TB_0209
ERR4828974,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/004/ERR4828974/ERR4828974_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/004/ERR4828974/ERR4828974_2.fastq.gz",R,S,S,S,I,I,R,R,R,S,R,R,R,06TB_0549
ERR4828909,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/009/ERR4828909/ERR4828909_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/009/ERR4828909/ERR4828909_2.fastq.gz",S,S,S,S,I,R,R,R,R,S,S,R,R,06TB_0178
ERR4828989,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/009/ERR4828989/ERR4828989_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/009/ERR4828989/ERR4828989_2.fastq.gz",S,S,S,S,R,I,R,S,S,S,S,R,R,06TB_0505
ERR4828938,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/008/ERR4828938/ERR4828938_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/008/ERR4828938/ERR4828938_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,06TB_0208
ERR4828957,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/007/ERR4828957/ERR4828957_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/007/ERR4828957/ERR4828957_2.fastq.gz",S,S,S,S,I,R,R,S,S,S,S,R,R,06TB_0229
ERR4828973,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/003/ERR4828973/ERR4828973_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/003/ERR4828973/ERR4828973_2.fastq.gz",S,S,S,S,R,R,R,S,S,S,S,R,R,06TB_0548
ERR4828892,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/002/ERR4828892/ERR4828892_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/002/ERR4828892/ERR4828892_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,S,S,06TB_0160
ERR4828963,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/003/ERR4828963/ERR4828963_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/003/ERR4828963/ERR4828963_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,06TB_0536
ERR4828904,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/004/ERR4828904/ERR4828904_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/004/ERR4828904/ERR4828904_2.fastq.gz",S,S,S,S,S,R,R,S,S,S,S,S,S,06TB_0173
ERR4828902,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/002/ERR4828902/ERR4828902_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/002/ERR4828902/ERR4828902_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,06TB_0171
ERR4828908,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/008/ERR4828908/ERR4828908_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/008/ERR4828908/ERR4828908_2.fastq.gz",R,S,S,S,R,S,R,R,S,S,S,R,S,06TB_0177
ERR4828979,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/009/ERR4828979/ERR4828979_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/009/ERR4828979/ERR4828979_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,06TB_0554
ERR4828937,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/007/ERR4828937/ERR4828937_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/007/ERR4828937/ERR4828937_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,06TB_0207
ERR4828916,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/006/ERR4828916/ERR4828916_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/006/ERR4828916/ERR4828916_2.fastq.gz",S,S,S,S,S,I,R,S,S,S,S,R,R,06TB_0183
ERR4828896,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/006/ERR4828896/ERR4828896_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/006/ERR4828896/ERR4828896_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,S,S,06TB_0164
ERR4828975,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/005/ERR4828975/ERR4828975_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/005/ERR4828975/ERR4828975_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,06TB_0550
ERR4828962,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/002/ERR4828962/ERR4828962_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/002/ERR4828962/ERR4828962_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,06TB_0535
ERR4828905,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/005/ERR4828905/ERR4828905_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/005/ERR4828905/ERR4828905_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,S,S,06TB_0174
ERR4828933,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/003/ERR4828933/ERR4828933_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/003/ERR4828933/ERR4828933_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,06TB_0203
ERR4828920,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/000/ERR4828920/ERR4828920_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/000/ERR4828920/ERR4828920_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,06TB_0188
ERR4828895,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/005/ERR4828895/ERR4828895_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/005/ERR4828895/ERR4828895_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,R,R,06TB_0163
ERR4828848,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/008/ERR4828848/ERR4828848_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/008/ERR4828848/ERR4828848_2.fastq.gz",S,S,S,S,S,R,R,S,S,S,S,R,R,06TB_0119
ERR4828913,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/003/ERR4828913/ERR4828913_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/003/ERR4828913/ERR4828913_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,06TB_0181
ERR4828968,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/008/ERR4828968/ERR4828968_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/008/ERR4828968/ERR4828968_2.fastq.gz",S,S,S,S,S,I,R,S,R,S,R,R,R,06TB_0543
ERR4828822,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/002/ERR4828822/ERR4828822_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/002/ERR4828822/ERR4828822_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,S,06TB_0097
ERR4828917,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/007/ERR4828917/ERR4828917_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/007/ERR4828917/ERR4828917_2.fastq.gz",S,S,S,S,I,R,R,S,S,S,S,R,R,06TB_0184
ERR4828982,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/002/ERR4828982/ERR4828982_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/002/ERR4828982/ERR4828982_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,S,06TB_0496
ERR4828978,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/008/ERR4828978/ERR4828978_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/008/ERR4828978/ERR4828978_2.fastq.gz",S,S,S,S,S,I,R,R,S,S,S,R,R,06TB_0553
ERR4828985,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/005/ERR4828985/ERR4828985_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/005/ERR4828985/ERR4828985_2.fastq.gz",S,S,S,S,S,S,R,R,R,S,S,R,R,06TB_0560
ERR4829000,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/000/ERR4829000/ERR4829000_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/000/ERR4829000/ERR4829000_2.fastq.gz",S,S,S,R,R,S,R,S,S,R,S,R,R,06TB_0484
ERR4828984,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/004/ERR4828984/ERR4828984_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/004/ERR4828984/ERR4828984_2.fastq.gz",R,S,S,S,I,R,R,R,S,S,S,R,R,06TB_0559
ERR4828987,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/007/ERR4828987/ERR4828987_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/007/ERR4828987/ERR4828987_2.fastq.gz",S,S,S,S,I,R,R,S,S,S,S,R,R,06TB_0234
ERR4828903,Italy,San Raffaele Scientific Institute,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/003/ERR4828903/ERR4828903_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/003/ERR4828903/ERR4828903_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,06TB_0172
